line;code;canonical name;category;type;family code;family;sortkey?;autodetect?;exceptional?;script codes;other names;standard characters
902;bmz;Baramu;Baramu language;regular;ngf;Trans-New Guinea;;;;Latn;;
903;bn;Bengali;Bengali language;regular;inc-eas;Eastern Indo-Aryan;;;;Beng,Newa;;
904;bna;Bonerate;Bonerate language;regular;poz-mun;Muna-Buton;;;;Latn;;
905;bnb;Bookan;Bookan language;regular;poz-san;Sabahan;;;;Latn;;
906;bnd;Banda;Banda language;regular;poz-cma;Central Maluku;;;;Latn;;
907;bne;Bintauna;Bintauna language;regular;phi;Philippine;;;;Latn;;
908;bnf;Masiwang;Masiwang language;regular;poz-cma;Central Maluku;;;;Latn;Bonfia;
909;bng;Benga;Benga language;regular;bnt-saw;Sawabantu;;;;Latn;;
910;bni;Bangi;Bangi language;regular;bnt-bmo;Bangi-Moi;;;;Latn;Bobangi,Bubangi;
911;bnj;Eastern Tawbuid;Eastern Tawbuid language;regular;phi;Philippine;;;;Latn;;
912;bnk;Bierebo;Bierebo language;regular;poz-vnc;North-Central Vanuatu;;;;Latn;;
913;bnl;Boon;Boon language;regular;cus-eas;East Cushitic;;;;Latn;;
914;bnm;Batanga;Batanga language;regular;bnt-saw;Sawabantu;;;;Latn;;
915;bnn;Bunun;Bunun language;regular;map;Austronesian;;;;Latn;;
916;bno;Asi;Asi language;regular;phi;Philippine;;;;Latn;;
917;bnp;Bola;Bola language;regular;poz-ocw;Western Oceanic;;;;Latn;;
918;bnq;Bantik;Bantik language;regular;poz;Malayo-Polynesian;;;;Latn;;
919;bnr;Butmas-Tur;Butmas-Tur language;regular;poz-vnc;North-Central Vanuatu;;;;Latn;;
920;bns;Bundeli;Bundeli language;regular;inc-cen;Central Indo-Aryan;;;;Deva;Bundelkhandi;
921;bnt-bal;Balong;Balong language;regular;bnt-bbo;Bafo-Bonkeng;;;exceptional;Latn;;
922;bnt-bon;Boma Nkuu;Boma Nkuu language;regular;bnt;Bantu;;;exceptional;Latn;;
923;bnt-boy;Boma Yumu;Boma Yumu language;regular;bnt;Bantu;;;exceptional;Latn;;
924;bnt-bwa;Bwala;Bwala language;regular;bnt-tek;Teke;;;exceptional;Latn;;
925;bnt-cmw;Chimwiini;Chimwiini language;regular;bnt-swh;Swahili;;;exceptional;Latn;Bravanese,Mwiini,Mwini,Chimwini,Chimini,Brava;
926;bnt-ind;Indanga;Indanga language;regular;bnt;Bantu;;;exceptional;Latn;Kɔlɔmɔnyi,Kɔlɛ,Kasaï Oriental;
927;bnt-lal;Lala (South Africa);Lala (South Africa) language;regular;bnt-ngu;Nguni;;;exceptional;Latn;;
928;bnt-mpi;Mpiin;Mpiin language;regular;bnt-bdz;Boma-Dzing;;;exceptional;Latn;;
929;bnt-mpu;Mpuono;Mpuono language;regular;bnt;Bantu;;;exceptional;Latn;;
930;bnt-ngu-pro;Proto-Nguni;Proto-Nguni language;reconstructed;bnt-ngu;Nguni;sortkey;;exceptional;Latn;;
931;bnt-phu;Phuthi;Phuthi language;regular;bnt-ngu;Nguni;;autodetect;exceptional;Latn;;
932;bnt-pro;Proto-Bantu;Proto-Bantu language;reconstructed;bnt;Bantu;sortkey;;exceptional;Latn;;
933;bnt-sbo;South Boma;South Boma language;regular;bnt;Bantu;;;exceptional;Latn;;
934;bnt-sts-pro;Proto-Sotho-Tswana;Proto-Sotho-Tswana language;reconstructed;bnt-sts;Sotho-Tswana;;;exceptional;Latn;;
935;bnu;Bentong;Bentong language;regular;poz-ssw;South Sulawesi;;;;Latn;;
936;bnv;Beneraf;Beneraf language;regular;paa-tkw;Tor-Kwerba;;;;Latn;;
937;bnw;Bisis;Bisis language;regular;paa-spk;Sepik;;;;Latn;;
938;bnx;Bangubangu;Bangubangu language;regular;bnt-lbn;Luban;;;;Latn;;
939;bny;Bintulu;Bintulu language;regular;poz-swa;North Sarawakan;;;;Latn;;
940;bnz;Beezen;Beezen language;regular;nic-ykb;Yukubenic;;;;Latn;;
941;bo;Tibetan;Tibetan language;regular;sit-tib;Tibetic;sortkey;autodetect;;Tibt;;
942;boa;Bora;Bora language;regular;sai-bor;Boran;;;;Latn;;
943;bob;Aweer;Aweer language;regular;cus-som;Somaloid;;;;Latn;;
944;boe;Mundabli;Mundabli language;regular;nic-beb;Beboid;;;;Latn;;
945;bof;Bolon;Bolon language;regular;dmn-emn;East Manding;;;;Latn;;
946;bog;Bamako Sign Language;Bamako Sign Language;regular;sgn;sign;;;;;;
947;boh;North Boma;North Boma language;regular;bnt-bdz;Boma-Dzing;;;;Latn;;
948;boi;Barbareño;Barbareño language;regular;nai-chu;Chumashan;;;;Latn;;
949;boj;Anjam;Anjam language;regular;ngf-mad;Madang;;;;Latn;;
950;bok;Bonjo;Bonjo language;regular;alv;Atlantic-Congo;;;;Latn;;
951;bol;Bole;Bole language;regular;cdc-wst;West Chadic;;;;Latn;;
952;bom;Berom;Berom language;regular;nic-beo;Beromic;;;;Latn;;
953;bon;Bine;Bine language;regular;paa;Papuan;;;;Latn;;
954;boo;Tiemacèwè Bozo;Tiemacèwè Bozo language;regular;dmn-snb;Soninke-Bobo;;;;Latn;;
955;bop;Bonkiman;Bonkiman language;regular;ngf-fin;Finisterre;;;;Latn;;
956;boq;Bogaya;Bogaya language;regular;ngf;Trans-New Guinea;;;;Latn;;
957;bor;Borôro;Borôro language;regular;sai-mje;Macro-Jê;;;;Latn;;
958;bot;Bongo;Bongo language;regular;csu-bbk;Bongo-Baka;;;;Latn;;
959;bou;Bondei;Bondei language;regular;bnt-seu;Seuta;;;;Latn;;
960;bov;Tuwuli;Tuwuli language;regular;alv-ktg;Ka-Togo;;;;Latn;Bowili,Bowiri,Liwuli,Siwuri,Tuwili,Tora;
961;bow;Rema;Rema language;regular;paa;Papuan;;;;Latn;Bothar;
962;box;Buamu;Buamu language;regular;nic-bwa;Bwa;;;;Latn;;
963;boy;Bodo (Central Africa);Bodo (Central Africa) language;regular;bnt-leb;Lebonya;;;;Latn;;
964;boz;Tiéyaxo Bozo;Tiéyaxo Bozo language;regular;dmn-snb;Soninke-Bobo;;;;Latn;;
965;bpa;Dakaka;Dakaka language;regular;poz-vnc;North-Central Vanuatu;;;;Latn;Daakaka,South Ambrym,Baiap;
966;bpd;Banda-Banda;Banda-Banda language;regular;bad-cnt;Central Banda;;;;Latn;;
967;bpg;Bonggo;Bonggo language;regular;poz-ocw;Western Oceanic;;;;Latn;;
968;bph;Botlikh;Botlikh language;regular;cau-and;Andian;;autodetect;;Cyrl;;
969;bpi;Bagupi;Bagupi language;regular;ngf-mad;Madang;;;;Latn;;
970;bpj;Binji;Binji language;regular;bnt-lbn;Luban;;;;Latn;;
971;bpk;Orowe;Orowe language;regular;poz-cln;New Caledonian;;;;Latn;;
972;bpl;Broome Pearling Lugger Pidgin;Broome Pearling Lugger Pidgin language;regular;crp;creole or pidgin;;;;Latn;;
973;bpm;Biyom;Biyom language;regular;ngf-mad;Madang;;;;Latn;;
974;bpn;Dzao Min;Dzao Min language;regular;hmx-mie;Mien;;;;;;
975;bpo;Anasi;Anasi language;regular;paa-egb;East Geelvink Bay;;;;Latn;;
976;bpp;Kaure;Kaure language;regular;paa;Papuan;;;;Latn;;
977;bpq;Banda Malay;Banda Malay language;regular;crp;creole or pidgin;;;;Latn;;
978;bpr;Koronadal Blaan;Koronadal Blaan language;regular;phi;Philippine;;;;Latn;;
979;bps;Sarangani Blaan;Sarangani Blaan language;regular;phi;Philippine;;;;Latn;;
980;bpt;Barrow Point;Barrow Point language;regular;aus-pmn;Paman;;;;Latn;;
981;bpu;Bongu;Bongu language;regular;ngf-mad;Madang;;;;Latn;;
982;bpv;Bian Marind;Bian Marind language;regular;ngf;Trans-New Guinea;;;;Latn;;
983;bpx;Palya Bareli;Palya Bareli language;regular;inc-bhi;Bhil;;;;Deva;;
984;bpy;Bishnupriya Manipuri;Bishnupriya Manipuri language;regular;inc-eas;Eastern Indo-Aryan;;;;Beng;;
985;bpz;Bilba;Bilba language;regular;poz-tim;Timoric;;;;Latn;;
986;bqa;Tchumbuli;Tchumbuli language;regular;alv-ctn;Central Tano;;;;Latn;;
987;bqb;Bagusa;Bagusa language;regular;paa-tkw;Tor-Kwerba;;;;Latn;;
988;bqc;Boko;Boko language;regular;dmn-bbu;Bisa-Busa;;;;Latn;;
989;bqd;Bung;Bung language;regular;nic-bdn;Northern Bantoid;;;;Latn;;
990;bqf;Baga Kaloum;Baga Kaloum language;regular;alv-bag;Baga;;;;Latn;;
991;bqg;Bago-Kusuntu;Bago-Kusuntu language;regular;nic-gne;Eastern Gurunsi;;;;;;
992;bqh;Baima;Baima language;regular;sit-qia;Qiangic;;;;;;
993;bqi;Bakhtiari;Bakhtiari language;regular;ira-swi;Southwestern Iranian;;;;fa-Arab;;
994;bqj;Bandial;Bandial language;regular;alv-jol;Jola;;;;Latn;;
995;bqk;Banda-Mbrès;Banda-Mbrès language;regular;bad-cnt;Central Banda;;;;Latn;;
996;bql;Bilakura;Bilakura language;regular;ngf-mad;Madang;;;;Latn;;
997;bqm;Wumboko;Wumboko language;regular;bnt-kpw;Kpwe;;;;Latn;;
998;bqn;Bulgarian Sign Language;Bulgarian Sign Language;regular;sgn;sign;;;;;;
999;bqo;Balo;Balo language;regular;nic-grs;Southwest Grassfields;;;;Latn;;
1000;bqp;Busa;Busa language;regular;dmn-bbu;Bisa-Busa;;;;Latn;;
1001;bqq;Biritai;Biritai language;regular;paa-lkp;Lakes Plain;;;;Latn;;
1002;bqr;Burusu;Burusu language;regular;poz-san;Sabahan;;;;Latn;;
1003;bqs;Bosngun;Bosngun language;regular;paa;Papuan;;;;Latn;;
1004;bqt;Bamukumbit;Bamukumbit language;regular;nic-nge;Ngemba;;;;Latn;;
1005;bqu;Boguru;Boguru language;regular;bnt-boa;Boan;;;;Latn;;
1006;bqv;Begbere-Ejar;Begbere-Ejar language;regular;nic-plc;Central Plateau;;;;Latn;;
1007;bqw;Buru (Nigeria);Buru (Nigeria) language;regular;nic-bds;Southern Bantoid;;;;Latn;;
1008;bqx;Baangi;Baangi language;regular;nic-kam;Kambari;;;;Latn;;
1009;bqy;Bengkala Sign Language;Bengkala Sign Language;regular;sgn;sign;;;;;;
1010;bqz;Bakaka;Bakaka language;regular;bnt-mne;Manenguba;;;;Latn;;
1011;br;Breton;Breton language;regular;cel-brs;Southwestern Brythonic;sortkey;;;Latn;;
1012;bra;Braj;Braj language;regular;inc-cen;Central Indo-Aryan;;;;Deva;;
1013;brb;Lave;Lave language;regular;mkh-ban;Bahnaric;;;;;Laveh,Rawe,Brao;
1014;brc;Berbice Creole Dutch;Berbice Creole Dutch language;regular;crp;creole or pidgin;;;;Latn;;
1015;brd;Baraamu;Baraamu language;regular;sit-new;Newaric;;;;Deva;;
1016;brf;Bera;Bera language;regular;bnt-kbi;Komo-Bira;;;;Latn;;
1017;brg;Baure;Baure language;regular;awd;Arawakan;;;;Latn;;
1018;brh;Brahui;Brahui language;regular;dra-nor;North Dravidian;;;;Arab,Latn;;
1019;bri;Mokpwe;Mokpwe language;regular;bnt-kpw;Kpwe;;;;Latn;;
1020;brj;Bieria;Bieria language;regular;poz-vnc;North-Central Vanuatu;;;;Latn;;
1021;brk;Birgid;Birgid language;regular;nub;Nubian;;;;Latn;;
1022;brl;Birwa;Birwa language;regular;bnt-sts;Sotho-Tswana;;;;Latn;;
1023;brm;Barambu;Barambu language;regular;znd;Zande;;;;Latn;;
1024;brn;Boruca;Boruca language;regular;cba;Chibchan;;;;Latn;;
1025;bro;Brokkat;Brokkat language;regular;sit-tib;Tibetic;sortkey;autodetect;;Tibt,Latn;;
1026;brp;Barapasi;Barapasi language;regular;paa-egb;East Geelvink Bay;;;;Latn;;
1027;brq;Breri;Breri language;regular;paa;Papuan;;;;Latn;;
1028;brr;Birao;Birao language;regular;poz-sls;Southeast Solomonic;;;;Latn;;
1029;brs;Baras;Baras language;regular;poz;Malayo-Polynesian;;;;Latn;Ende,West Kaili;
1030;brt;Bitare;Bitare language;regular;nic-tvn;Northern Tivoid;;;;Latn;Njwande;
1031;bru;Eastern Bru;Eastern Bru language;regular;mkh-kat;Katuic;sortkey;;;Latn,Laoo,Thai;;
1032;brv;Western Bru;Western Bru language;regular;mkh-kat;Katuic;sortkey;;;Latn,Laoo,Thai;;
1033;brw;Bellari;Bellari language;regular;dra-tlk;Tulu-Koraga;;;;Knda,Mlym;;
1034;brx;Bodo (India);Bodo (India) language;regular;tbq-bdg;Bodo-Garo;;;;Deva,Latn;;
1035;bry;Burui;Burui language;regular;paa-spk;Sepik;;;;Latn;;
1036;brz;Bilbil;Bilbil language;regular;poz-ocw;Western Oceanic;;;;Latn;;
1037;bsa;Abinomn;Abinomn language;regular;qfa-iso;isolate;;;;Latn;;
1038;bsb;Brunei Bisaya;Brunei Bisaya language;regular;poz-san;Sabahan;;;;Latn;;
1039;bsc;Bassari;Bassari language;regular;alv-ten;Tenda;;;;Latn;Basari,Oniyan,Onian,Onëyan,Ayan,Biyan,Wo;
1040;bse;Wushi;Wushi language;regular;nic-rnn;Northern Ring;;;;Latn;Babessi;
1041;bsf;Bauchi;Bauchi language;regular;nic-shi;Shiroro;;;;Latn;;
1042;bsg;Bashkardi;Bashkardi language;regular;ira-swi;Southwestern Iranian;;;;fa-Arab,Latn;;
1043;bsh;Kamkata-viri;Kamkata-viri language;regular;nur-nor;Northern Nuristani;;;;Latn,Arab;Kati;
1044;bsi;Bassossi;Bassossi language;regular;bnt-mne;Manenguba;;;;Latn;;
1045;bsj;Bangwinji;Bangwinji language;regular;alv-wjk;Waja-Kam;;;;Latn;;
1046;bsk;Burushaski;Burushaski language;regular;qfa-iso;isolate;;;;Arab;;
1047;bsl;Basa-Gumna;Basa-Gumna language;regular;nic-bas;Basa;;;;Latn;;
1048;bsm;Busami;Busami language;regular;poz-hce;Halmahera-Cenderawasih;;;;Latn;;
1049;bsn;Barasana;Barasana language;regular;sai-tuc;Tucanoan;;;;Latn;;
1050;bso;Buso;Buso language;regular;cdc-est;East Chadic;;;;Latn;;
1051;bsp;Baga Sitemu;Baga Sitemu language;regular;alv-bag;Baga;;;;Latn;;
1052;bsq;Bassa;Bassa language;regular;kro-wkr;Western Kru;;;;Latn,Bass;;
1053;bsr;Bassa-Kontagora;Bassa-Kontagora language;regular;nic-bas;Basa;;;;Latn;;
1054;bss;Akoose;Akoose language;regular;bnt-mne;Manenguba;;;;Latn;;
1055;bst;Basketo;Basketo language;regular;omv-ome;Ometo;;;;Ethi;;
1056;bsu;Bahonsuai;Bahonsuai language;regular;poz-btk;Bungku-Tolaki;;;;Latn;;
1057;bsv;Baga Sobané;Baga Sobané language;regular;alv-bag;Baga;;;;Latn;;
1058;bsw;Baiso;Baiso language;regular;cus-som;Somaloid;;;;Latn;;
1059;bsx;Yangkam;Yangkam language;regular;nic-tar;Tarokoid;;;;Latn;;
1060;bsy;Sabah Bisaya;Sabah Bisaya language;regular;poz-san;Sabahan;;;;Latn;;
1061;bta;Bata;Bata language;regular;cdc-cbm;Central Chadic;;;;Latn;;
1062;btc;Bati (Cameroon);Bati (Cameroon) language;regular;nic-mbw;West Mbam;;;;Latn;;
1063;btd;Dairi Batak;Dairi Batak language;regular;btk;Batak;;;;Latn,Batk;;
1064;bte;Gamo-Ningi;Gamo-Ningi language;regular;nic-jer;Jera;;;;Latn;;
1065;btf;Birgit;Birgit language;regular;cdc-est;East Chadic;;;;Latn;;
1066;btg;Gagnoa Bété;Gagnoa Bété language;regular;kro-bet;Bété;;;;Latn;;
1067;bth;Biatah Bidayuh;Biatah Bidayuh language;regular;day;Land Dayak;;;;Latn;;
1068;bti;Burate;Burate language;regular;paa-egb;East Geelvink Bay;;;;Latn;;
1069;btj;Bacanese Malay;Bacanese Malay language;regular;poz-mly;Malayic;;;;Latn;;
1070;btk-pro;Proto-Batak;Proto-Batak language;reconstructed;btk;Batak;;;exceptional;Latn;;
1071;btm;Mandailing Batak;Mandailing Batak language;regular;btk;Batak;;;;Latn,Batk;;
1072;btn;Ratagnon;Ratagnon language;regular;phi;Philippine;;;;Latn;;
1073;bto;Iriga Bicolano;Iriga Bicolano language;regular;phi;Philippine;;;;Latn;;
1074;btp;Budibud;Budibud language;regular;poz-ocw;Western Oceanic;;;;Latn;;
1075;btq;Batek;Batek language;regular;mkh-asl;Aslian;;;;Latn;;
1076;btr;Baetora;Baetora language;regular;poz-vnc;North-Central Vanuatu;;;;Latn;;
1077;bts;Simalungun Batak;Simalungun Batak language;regular;btk;Batak;;;;Latn,Batk;;
1078;btt;Bete-Bendi;Bete-Bendi language;regular;nic-ben;Bendi;;;;Latn;;
1079;btu;Batu;Batu language;regular;nic-tvn;Northern Tivoid;;;;Latn;;
1080;btv;Bateri;Bateri language;regular;inc-koh;Kohistani;;;;Deva;;
1081;btw;Butuanon;Butuanon language;regular;phi;Philippine;;;;Latn;;
1082;btx;Karo Batak;Karo Batak language;regular;btk;Batak;;;;Latn,Batk;;
1083;bty;Bobot;Bobot language;regular;poz-cma;Central Maluku;;;;Latn;;
1084;btz;Alas-Kluet Batak;Alas-Kluet Batak language;regular;btk;Batak;;;;Latn,Batk;;
1085;bua;Buryat;Buryat language;regular;xgn-cen;Central Mongolic;sortkey;autodetect;;Cyrl,Mong,Latn;;
1086;bub;Bua;Bua language;regular;alv-bua;Bua;;;;Latn;;
1087;bud;Ntcham;Ntcham language;regular;nic-grm;Gurma;;;;Latn;Tobote,Ncam,Basar,Basari;
1088;bue;Beothuk;Beothuk language;regular;;;;;Latn;;
1089;buf;Bushoong;Bushoong language;regular;bnt-bsh;Bushoong;;;;Latn;;
1090;bug;Buginese;Buginese language;regular;poz-ssw;South Sulawesi;;;;Bugi,Latn;;
1091;buh;Younuo Bunu;Younuo Bunu language;regular;hmn;Hmong;;;;Latn;Yuno;
1092;bui;Bongili;Bongili language;regular;bnt-ngn;Ngondi-Ngiri;;;;Latn;;
1093;buj;Basa-Gurmana;Basa-Gurmana language;regular;nic-bas;Basa;;;;Latn;;
1094;buk;Bukawa;Bukawa language;regular;poz-ocw;Western Oceanic;;;;Latn;;
1095;bum;Bulu (Cameroon);Bulu (Cameroon) language;regular;bnt-btb;Beti;;;;Latn;;
1096;bun;Sherbro;Sherbro language;regular;alv-mel;Mel;;;;Latn;;
1097;buo;Terei;Terei language;regular;paa-sbo;South Bougainville;;;;Latn;;
1098;bup;Busoa;Busoa language;regular;poz;Malayo-Polynesian;;;;Latn;;
1099;buq;Brem;Brem language;regular;ngf;Trans-New Guinea;;;;Latn;Barem,Bunabun,Bububun,Bunubun;
1100;bus;Bokobaru;Bokobaru language;regular;dmn-bbu;Bisa-Busa;;;;Latn;;
1101;but;Bungain;Bungain language;regular;qfa-tor;Torricelli;;;;Latn;;
1102;buu;Budu;Budu language;regular;bnt-nya;Nyali;;;;Latn;;
1103;buv;Bun;Bun language;regular;paa-yua;Yuat;;;;Latn;;
1104;buw;Bubi;Bubi language;regular;bnt-tso;Tsogo;;;;Latn;;
1105;bux;Boghom;Boghom language;regular;cdc-wst;West Chadic;;;;Latn;;
1106;buy;Mmani;Mmani language;regular;alv-mel;Mel;;;;Latn;Mani,Bullom So,Mandingi;
1107;bva;Barein;Barein language;regular;cdc-est;East Chadic;;;;Latn;;
1108;bvb;Bube;Bube language;regular;nic-bds;Southern Bantoid;;;;Latn;;
1109;bvc;Baelelea;Baelelea language;regular;poz-sls;Southeast Solomonic;;;;Latn;;
1110;bvd;Baeggu;Baeggu language;regular;poz-sls;Southeast Solomonic;;;;Latn;;
1111;bve;Berau Malay;Berau Malay language;regular;poz-mly;Malayic;;;;Latn;;
1112;bvf;Boor;Boor language;regular;cdc-est;East Chadic;;;;Latn;;
1113;bvg;Bonkeng;Bonkeng language;regular;bnt-bbo;Bafo-Bonkeng;;;;Latn;;
1114;bvh;Bure;Bure language;regular;cdc-wst;West Chadic;;;;Latn;;
1115;bvi;Belanda Viri;Belanda Viri language;regular;nic-ser;Sere;;;;Latn;;
1116;bvj;Baan;Baan language;regular;nic-ogo;Ogoni;;;;Latn;;
1117;bvk;Bukat;Bukat language;regular;poz-bnn;North Bornean;;;;Latn;;
1118;bvl;Bolivian Sign Language;Bolivian Sign Language;regular;sgn;sign;;;;Latn;;
1119;bvm;Bamunka;Bamunka language;regular;nic-rnn;Northern Ring;;;;Latn;;
1120;bvn;Buna;Buna language;regular;qfa-tor;Torricelli;;;;Latn;;
1121;bvo;Bolgo;Bolgo language;regular;alv-bua;Bua;;;;Latn;;
1122;bvp;Bumang;Bumang language;regular;mkh-pal;Palaungic;;;;;;
1123;bvq;Birri;Birri language;regular;csu-bkr;Birri-Kresh;;;;Latn;;
1124;bvr;Burarra;Burarra language;regular;aus-arn;Arnhem;;;;Latn;;
1125;bvt;Bati (Indonesia);Bati (Indonesia) language;regular;poz-cma;Central Maluku;;;;Latn;;
1126;bvu;Bukit Malay;Bukit Malay language;regular;poz-mly;Malayic;;;;Latn;;
1127;bvv;Baniva;Baniva language;regular;awd;Arawakan;;;;Latn;;
1128;bvw;Boga;Boga language;regular;cdc-cbm;Central Chadic;;;;Latn;;
1129;bvx;Babole;Babole language;regular;bnt-ngn;Ngondi-Ngiri;;;;Latn;;
1130;bvy;Baybayanon;Baybayanon language;regular;phi;Philippine;;;;Latn;Babay,Utudnon,Leyte;
1131;bvz;Bauzi;Bauzi language;regular;paa-egb;East Geelvink Bay;;;;Latn;;
1132;bwa;Bwatoo;Bwatoo language;regular;poz-cln;New Caledonian;;;;Latn;;
1133;bwb;Namosi-Naitasiri-Serua;Namosi-Naitasiri-Serua language;regular;poz-occ;Central-Eastern Oceanic;;;;Latn;;
1134;bwc;Bwile;Bwile language;regular;bnt-sbi;Sabi;;;;Latn;;
1135;bwd;Bwaidoka;Bwaidoka language;regular;poz-ocw;Western Oceanic;;;;Latn;;
1136;bwe;Bwe Karen;Bwe Karen language;regular;kar;Karen;;;;;;
1137;bwf;Boselewa;Boselewa language;regular;poz-ocw;Western Oceanic;;;;Latn;;
1138;bwg;Barwe;Barwe language;regular;bnt-sna;Sena;;;;Latn;;
1139;bwh;Bishuo;Bishuo language;regular;nic-fru;Furu;;;;Latn;;
1140;bwi;Baniwa;Baniwa language;regular;awd-nwk;Nawiki;;;;Latn;Baniba,Baniva,Carutana,Carútana,Carúzana,Izaneni,Karu,Tapuya;
1141;bwj;Láá Láá Bwamu;Láá Láá Bwamu language;regular;nic-bwa;Bwa;;;;Latn;;
1142;bwk;Bauwaki;Bauwaki language;regular;ngf;Trans-New Guinea;;;;Latn;;
1143;bwl;Bwela;Bwela language;regular;bnt-bun;Buja-Ngombe;;;;Latn;;
1144;bwm;Biwat;Biwat language;regular;paa-yua;Yuat;;;;Latn;Mundugumor;
1145;bwn;Wunai Bunu;Wunai Bunu language;regular;hmn;Hmong;;;;;;
1146;bwo;Shinasha;Shinasha language;regular;omv-gon;Gonga;;;;Latn;Boro,Boro (Ethiopia),Borna,Bworo,Sinicho;
1147;bwp;Mandobo Bawah;Mandobo Bawah language;regular;ngf;Trans-New Guinea;;;;Latn;;
1148;bwq;Southern Bobo;Southern Bobo language;regular;dmn-snb;Soninke-Bobo;;;;Latn;Bobo Madaré,Southern Bobo Madaré,Bobo,Syabéré,Sya,Benge,Sogokiré,Voré,Zara,Bobo Jula,Jula;
1149;bwr;Bura;Bura language;regular;cdc-cbm;Central Chadic;;;;Latn;Bura-Pabir,Pabir,Burra;
1150;bws;Bomboma;Bomboma language;regular;bnt-bun;Buja-Ngombe;;;;Latn;;
1151;bwt;Bafaw;Bafaw language;regular;bnt-bbo;Bafo-Bonkeng;;;;Latn;;
