line;code;canonical name;category;type;family code;family;sortkey?;autodetect?;exceptional?;script codes;other names;standard characters
3561;kym;Kpatili;Kpatili language;regular;znd;Zande;;;;;;
3562;kyn;Karolanos;Karolanos language;regular;phi;Philippine;;;;;;
3563;kyo;Kelon;Kelon language;regular;ngf;Trans-New Guinea;;;;;;
3564;kyp;Kang;Kang language;regular;tai;Tai;;;;;;
3565;kyq;Kenga;Kenga language;regular;csu-bgr;Bagirmi;;;;;;
3566;kyr;Kuruáya;Kuruáya language;regular;tup;Tupian;;;;Latn;Caravare,Curuaia,Kuruaia;
3567;kys;Baram Kayan;Baram Kayan language;regular;poz;Malayo-Polynesian;;;;;;
3568;kyt;Kayagar;Kayagar language;regular;ngf;Trans-New Guinea;;;;;;
3569;kyu;Western Kayah;Western Kayah language;regular;kar;Karen;;;;Kali,Mymr,Latn;;
3570;kyv;Kayort;Kayort language;regular;inc-eas;Eastern Indo-Aryan;;;;as-Beng;;
3571;kyw;Kudmali;Kudmali language;regular;inc-eas;Eastern Indo-Aryan;;;;Deva,as-Beng,Orya,Chis;Kurmali;
3572;kyx;Rapoisi;Rapoisi language;regular;paa-nbo;North Bougainville;;;;;Konua;
3573;kyy;Kambaira;Kambaira language;regular;paa-kag;Kainantu-Goroka;;;;;;
3574;kyz;Kayabí;Kayabí language;regular;tup-gua;Tupi-Guarani;;;;Latn;;
3575;kza;Western Karaboro;Western Karaboro language;regular;alv-krb;Karaboro;;;;;;
3576;kzb;Kaibobo;Kaibobo language;regular;poz-cma;Central Maluku;;;;;;
3577;kzc;Bondoukou Kulango;Bondoukou Kulango language;regular;alv-kul;Kulango;;;;;;
3578;kzd;Kadai;Kadai language;regular;poz-cma;Central Maluku;;;;Latn;;
3579;kze;Kosena;Kosena language;regular;ngf;Trans-New Guinea;;;;Latn;;
3580;kzf;Da'a Kaili;Da'a Kaili language;regular;poz-kal;Kaili-Pamona;;;;Latn;Tado,Inde,Pekava,West Kaili;
3581;kzg;Kikai;Kikai language;regular;jpx-ryu;Ryukyuan;sortkey;;;Jpan;;
3582;kzh;Dongolawi;Dongolawi language;regular;nub;Nubian;;;;Latn;Kenuzi-Dongola,Andaandi,Kenzi,Mattoki;
3583;kzi;Kelabit;Kelabit language;regular;poz-swa;North Sarawakan;;;;Latn;;
3584;kzj;Coastal Kadazan;Coastal Kadazan language;regular;poz-san;Sabahan;;;;Latn;;
3585;kzk;Kazukuru;Kazukuru language;regular;poz-ocw;Western Oceanic;;;;;Dororo,Guliguli;
3586;kzl;Kayeli;Kayeli language;regular;poz-cma;Central Maluku;;;;Latn;;
3587;kzm;Kais;Kais language;regular;paa;Papuan;;;;Latn;;
3588;kzn;Kokola;Kokola language;regular;bnt-mak;Makua;;;;Latn;;
3589;kzo;Kaningi;Kaningi language;regular;bnt-mbt;Mbete;;;;;;
3590;kzp;Kaidipang;Kaidipang language;regular;phi;Philippine;;;;;;
3591;kzq;Kaike;Kaike language;regular;sit-tam;Tamangic;;;;;;
3592;kzr;Karang;Karang language;regular;alv-mbm;Mbum;;;;Latn;;
3593;kzs;Sugut Dusun;Sugut Dusun language;regular;poz-san;Sabahan;;;;Latn;;
3594;kzt;Tambunan Dusun;Tambunan Dusun language;regular;poz-san;Sabahan;;;;Latn;;
3595;kzu;Kayupulau;Kayupulau language;regular;poz-ocw;Western Oceanic;;;;;;
3596;kzv;Komyandaret;Komyandaret language;regular;ngf-okk;Ok;;;;Latn;;
3597;kzw;Kariri;Kariri language;regular;sai-mje;Macro-Jê;;;;Latn;Kipeá,Quipea,Kamurú,Camuru,Dzubukuá,Dzubucua,Karirí,Sabujá,Sapoyá,Pedra Branca;
3598;kzx;Kamarian;Kamarian language;regular;poz-cma;Central Maluku;;;;Latn;;
3599;kzy;Kango-Sua;Kango-Sua language;regular;bnt-kbi;Komo-Bira;;;;Latn;Kango,Kango (Tshopo District);
3600;kzz;Kalabra;Kalabra language;regular;paa;Papuan;;;;Latn;;
3601;la;Latin;Latin language;regular;itc;Italic;sortkey;autodetect;;Latn,Ital;;standard characters
3602;laa;Lapuyan Subanun;Lapuyan Subanun language;regular;phi;Philippine;;;;;;
3603;lab;Linear A;Linear A language;regular;;;;;;;
3604;lac;Lacandon;Lacandon language;regular;myn;Mayan;;;;;Jach t’aan,Hach t’an;
3605;lad;Ladino;Ladino language;regular;roa-ibe;West Iberian;;;;Hebr,Latn,Cyrl;;
3606;lae;Pattani;Pattani language;regular;sit-whm;West Himalayish;;;;;;
3607;laf;Lafofa;Lafofa language;regular;alv;Atlantic-Congo;;;;;;
3608;lag;Langi;Langi language;regular;bnt-mra;Mbugwe-Rangi;;;;;;
3609;lah;Lahnda;Lahnda language;regular;inc-pan;Punjabi-Lahnda;;;;pa-Arab;Western Punjabi;
3610;lai;Lambya;Lambya language;regular;bnt-mby;Mbeya;;;;;;
3611;laj;Lango (Uganda);Lango (Uganda) language;regular;sdv-los;Southern Luo;;;;Latn;Lango,Leb Lango;
3612;lak;Laka;Laka language;regular;csu-sar;Sara;;;;;Lau Laka,Laka (Nigeria);
3613;lam;Lamba;Lamba language;regular;bnt-sbi;Sabi;;;;Latn;;
3614;lan;Laru;Laru language;regular;nic-knj;Kainji;;;;Latn;;
3615;lap;Kabba-Laka;Kabba-Laka language;regular;csu-sar;Sara;;;;;Kabba Laka,Laka (Chad),Laka;
3616;laq;Qabiao;Qabiao language;regular;qfa-kra;Kra;;;;;Laqua;
3617;lar;Larteh;Larteh language;regular;alv-gng;Guang;;;;Latn;;
3618;las;Gur Lama;Gur Lama language;regular;nic-gne;Eastern Gurunsi;;;;Latn;Lama (West Africa),Lama (Togo),Lama;
3619;lau;Laba;Laba language;regular;paa-nha;North Halmahera;;;;;;
3620;law;Lauje;Lauje language;regular;poz;Malayo-Polynesian;;;;Latn;;
3621;lax;Tiwa;Tiwa language;regular;tbq-bdg;Bodo-Garo;;;;Latn;Lalung;
3622;lay;Lama Bai;Lama Bai language;regular;zhx-gba;Greater Bai;sortkey;;;Hani,Latn;Lama (Southeast Asia),Lama (Burma),Lama (Myanmar),Lama,Northern Bai,Laemae;
3623;laz;Aribwatsa;Aribwatsa language;regular;poz-ocw;Western Oceanic;;;;Latn;;
3624;lb;Luxembourgish;Luxembourgish language;regular;gmw-hgm;High German;sortkey;;;Latn;;
3625;lbb;Label;Label language;regular;poz-ocw;Western Oceanic;;;;Latn;;
3626;lbc;Lakkia;Lakkia language;regular;qfa-tak;Kra-Dai;;;;;;
3627;lbe;Lak;Lak language;regular;cau-nec;Northeast Caucasian;sortkey;autodetect;;Cyrl,Latn,Arab,Geor;;
3628;lbf;Tinani;Tinani language;regular;sit-whm;West Himalayish;;;;;;
3629;lbg;Laopang;Laopang language;regular;tbq-bis;Bisoid;;;;;;
3630;lbi;La'bi;La'bi language;regular;alv-mbm;Mbum;;;;;;
3631;lbj;Ladakhi;Ladakhi language;regular;sit-lab;Ladakhi-Balti;sortkey;autodetect;;Tibt;Bhoti;
3632;lbk;Central Bontoc;Central Bontoc language;regular;phi;Philippine;;;;Latn;Central Bontok,Igorot Bontoc,Igorot Bontok,Bontok Igorot,Bontoc,Bontok,Finallig;
3633;lbl;Libon Bikol;Libon Bikol language;regular;phi;Philippine;;;;;;
3634;lbm;Lodhi;Lodhi language;regular;mun;Munda;;;;;;
3635;lbn;Lamet;Lamet language;regular;mkh-pal;Palaungic;;;;;;
3636;lbo;Laven;Laven language;regular;mkh-ban;Bahnaric;;;;Latn;Loven,Boloven,Jru',Jruq,Jru,Boriwen,Jaru,Lawen,Laweenjru;
3637;lbq;Wampar;Wampar language;regular;poz-ocw;Western Oceanic;;;;Latn;;
3638;lbr;Northern Lorung;Northern Lorung language;regular;sit-kie;Eastern Kiranti;;;;;Northern Lohorung;
3639;lbs;Libyan Sign Language;Libyan Sign Language;regular;sgn;sign;;;;;;
3640;lbt;Lachi;Lachi language;regular;qfa-kra;Kra;;;;;;
3641;lbu;Labu;Labu language;regular;poz-ocw;Western Oceanic;;;;Latn;;
3642;lbv;Lavatbura-Lamusong;Lavatbura-Lamusong language;regular;poz-ocw;Western Oceanic;;;;Latn;Lavatbura,Lamusong,Lamasong;
3643;lbw;Tolaki;Tolaki language;regular;poz-btk;Bungku-Tolaki;;;;Latn;;
3644;lbx;Lawangan;Lawangan language;regular;poz-bre;East Barito;;;;Latn;;
3645;lby;Lamu-Lamu;Lamu-Lamu language;regular;;;;;Latn;;
3646;lbz;Lardil;Lardil language;regular;aus-tnk;Tangkic;;;;Latn;Leerdil,Leertil,Damin,Demiin;
3647;lcc;Legenyem;Legenyem language;regular;poz-hce;Halmahera-Cenderawasih;;;;Latn;;
3648;lcd;Lola;Lola language;regular;poz-cet;Central-Eastern Malayo-Polynesian;;;;Latn;;
3649;lce;Loncong;Loncong language;regular;;;;;;;
3650;lcf;Lubu;Lubu language;regular;;;;;;;
3651;lch;Luchazi;Luchazi language;regular;bnt-clu;Chokwe-Luchazi;;;;;;
3652;lcl;Lisela;Lisela language;regular;poz-cma;Central Maluku;;;;Latn;;
3653;lcm;Tungag;Tungag language;regular;poz-ocw;Western Oceanic;;;;Latn;Lavongai,Tungak;
3654;lcp;Western Lawa;Western Lawa language;regular;mkh-pal;Palaungic;sortkey;;;Thai;;
3655;lcq;Luhu;Luhu language;regular;poz-cma;Central Maluku;;;;Latn;Piru;
3656;lcs;Lisabata-Nuniali;Lisabata-Nuniali language;regular;;;;;;;
3657;lda;Kla;Kla language;regular;dmn-mda;Mano-Dan;;;;Latn;;
3658;ldb;Idun;Idun language;regular;nic-plc;Central Plateau;;;;Latn;;
3659;ldd;Luri (Nigeria);Luri (Nigeria) language;regular;cdc-wst;West Chadic;;;;;;
3660;ldg;Lenyima;Lenyima language;regular;nic-uce;East-West Upper Cross River;;;;Latn;;
3661;ldh;Lamja-Dengsa-Tola;Lamja-Dengsa-Tola language;regular;nic-dak;Dakoid;;;;;;
3662;ldj;Lemoro;Lemoro language;regular;nic-jer;Jera;;;;;;
3663;ldk;Leelau;Leelau language;regular;alv-bwj;Bikwin-Jen;;;;;;
3664;ldl;Kaan;Kaan language;regular;alv-yun;Yungur;;;;;;
3665;ldm;Landoma;Landoma language;regular;alv-mel;Mel;;;;;;
3666;ldn;Láadan;Láadan language;appendix-constructed;art;constructed;;;;Latn;;
3667;ldo;Loo;Loo language;regular;alv-bwj;Bikwin-Jen;;;;;;
3668;ldp;Tso;Tso language;regular;alv-wjk;Waja-Kam;;;;;;
3669;ldq;Lufu;Lufu language;regular;nic-ykb;Yukubenic;;;;Latn;;
3670;lea;Lega-Shabunda;Lega-Shabunda language;regular;bnt-lgb;Lega-Binja;;;;;Lega-Malinga,Lega Malinga,Lega Shabunda,Shabunda Lega,Upper Lega,Lower Lega,Forest Lega,Western Lega,Southern Lega,Liga,Kiliga,Lega,Kilega,KiLega,Kanu,Kikanu,Gala,Kigala,Yoma,Kiyoma,Sede,Kisede,Gonzabale,Beya,Beia,Nyamunsange,KiNyamunsange,Banagabo,Kabango,Bene;
3671;leb;Lala-Bisa;Lala-Bisa language;regular;bnt-sbi;Sabi;;;;;;
3672;lec;Leco;Leco language;regular;qfa-iso;isolate;;;;;;
3673;led;Lendu;Lendu language;regular;csu-lnd;Lendu;;;;Latn;;
3674;lee;Lyélé;Lyélé language;regular;nic-gnn;Northern Gurunsi;;;;;;
3675;lef;Lelemi;Lelemi language;regular;alv-ntg;Na-Togo;;;;;;
3676;leh;Lenje;Lenje language;regular;bnt-bot;Botatwe;;;;;;
3677;lei;Lemio;Lemio language;regular;ngf-mad;Madang;;;;;;
3678;lej;Lengola;Lengola language;regular;bnt-leb;Lebonya;;;;;;
3679;lek;Leipon;Leipon language;regular;poz-aay;Admiralty Islands;;;;Latn;;
3680;lel;Lele (Congo);Lele (Congo) language;regular;bnt-bsh;Bushoong;;;;;Bashilele,Lele (Democratic Republic of the Congo),Lele,Usilele;
3681;lem;Nomaande;Nomaande language;regular;nic-mbw;West Mbam;;;;Latn;;
3682;len;Honduran Lenca;Honduran Lenca language;regular;nai-len;Lencan;;;;Latn;Lenca,Lencan;
3683;leo;Leti (Cameroon);Leti (Cameroon) language;regular;nic-mba;Mbam;;;;;Leti;
3684;lep;Lepcha;Lepcha language;regular;sit;Sino-Tibetan;;;;Lepc;;
3685;leq;Lembena;Lembena language;regular;paa-eng;Engan;;;;;;
3686;ler;Lenkau;Lenkau language;regular;poz-aay;Admiralty Islands;;;;Latn;;
3687;les;Lese;Lese language;regular;csu-mle;Mangbutu-Lese;;;;;;
3688;let;Lesing-Gelimi;Lesing-Gelimi language;regular;poz-ocw;Western Oceanic;;;;Latn;;
3689;leu;Kara (New Guinea);Kara (New Guinea) language;regular;poz-ocw;Western Oceanic;;;;Latn;Kara (Papua New Guinea),Kara,Lemakot;
3690;lev;Lamma;Lamma language;regular;ngf;Trans-New Guinea;;;;;;
3691;lew;Ledo Kaili;Ledo Kaili language;regular;poz-kal;Kaili-Pamona;;;;Latn;Rai,Tara,Ta'a,Taa,Central Kaili,East Kaili,Ledo,Edo,Ado,Doi,Ija,Tawaili,Palu,Parigi,Sigi;
3692;lex;Luang;Luang language;regular;poz-tim;Timoric;;;;;;
3693;ley;Lemolang;Lemolang language;regular;;;;;;;
3694;lez;Lezgi;Lezgi language;regular;cau-esm;Eastern Samur;;autodetect;;Cyrl,Latn,Arab;;
3695;lfa;Lefa;Lefa language;regular;bnt-baf;Bafia;;;;;;
3696;lfn;Lingua Franca Nova;Lingua Franca Nova language;appendix-constructed;art;constructed;;;;Latn,Cyrl;;
3697;lg;Luganda;Luganda language;regular;bnt-nyg;Nyoro-Ganda;sortkey;autodetect;;Latn;;
3698;lga;Lungga;Lungga language;regular;poz-ocw;Western Oceanic;;;;Latn;;
3699;lgb;Laghu;Laghu language;regular;poz-ocw;Western Oceanic;;;;Latn;;
3700;lgg;Lugbara;Lugbara language;regular;csu-mma;Moru-Madi;;;;;;
3701;lgh;Laghuu;Laghuu language;regular;tbq-muj;Muji;;;;;Xá Phó,Phù Lá Lão;
3702;lgi;Lengilu;Lengilu language;regular;poz-swa;North Sarawakan;;;;Latn;;
3703;lgk;Neverver;Neverver language;regular;poz-vnc;North-Central Vanuatu;;;;Latn;Lingarak;
3704;lgl;Wala;Wala language;regular;poz-sls;Southeast Solomonic;;;;;;
3705;lgm;Lega-Mwenga;Lega-Mwenga language;regular;bnt-lgb;Lega-Binja;;;;;Lega-Ntara,Lega Ntara,Lega Mwenga,Mwenga Lega,Lower Lega,Upper Lega,Eastern Lega,Northern Lega,Isile,Ishile,Kisile,Mwenda-Liga;
3706;lgn;Opuuo;Opuuo language;regular;ssa-kom;Koman;;;;;Opo,Opuo,Opo-Shita,Shita,Shiita,Cita,Ciita,Ansita,Kina,Kwina,T'apo;
3707;lgq;Logba;Logba language;regular;alv-ntg;Na-Togo;;;;Latn;Ikpana;
3708;lgr;Lengo;Lengo language;regular;poz-sls;Southeast Solomonic;;;;Latn;;
3709;lgs;Guinea-Bissau Sign Language;Guinea-Bissau Sign Language;regular;sgn;sign;;;;;;
3710;lgt;Pahi;Pahi language;regular;paa-spk;Sepik;;;;Latn;;
3711;lgu;Longgu;Longgu language;regular;poz-sls;Southeast Solomonic;;;;;;
3712;lgz;Ligenza;Ligenza language;regular;bnt-bun;Buja-Ngombe;;;;;;
3713;lha;Laha (Vietnam);Laha (Vietnam) language;regular;qfa-kra;Kra;;;;;Laha,La Ha;
3714;lhh;Laha (Indonesia);Laha (Indonesia) language;regular;poz-cma;Central Maluku;;;;;Laha,Central Ambon;
3715;lhi;Lahu Shi;Lahu Shi language;regular;tbq-lho;Lahoish;;;;;;
3716;lhl;Lahul Lohar;Lahul Lohar language;regular;;;;;;;
3717;lhn;Lahanan;Lahanan language;regular;;;;;;;
3718;lhp;Lhokpu;Lhokpu language;regular;sit-dhi;Dhimalish;;;;;;
3719;lhs;Mlahsö;Mlahsö language;regular;sem-cna;Central Neo-Aramaic;;;;;;
3720;lht;Lo-Toga;Lo-Toga language;regular;poz-vnc;North-Central Vanuatu;;;;Latn;;
3721;lhu;Lahu;Lahu language;regular;tbq-lho;Lahoish;;;;;;
3722;li;Limburgish;Limburgish language;regular;gmw-frk;Low Franconian;;;;Latn;;
3723;lia;West-Central Limba;West-Central Limba language;regular;alv-lim;Limba;;;;;;
3724;lib;Likum;Likum language;regular;poz-aay;Admiralty Islands;;;;Latn;;
3725;lic;Hlai;Hlai language;regular;qfa-lic;Hlai;;;;Latn;Bouhin,Heitu,Ha Em,Zhongsha,Lauhut,Baoding,Tongzha,Tongshi,Zandui,Baoting,Nadou,Dongfang,Changjiang,Moyjaw,Xifang,Baisha,Yuanmen;
3726;lid;Nyindrou;Nyindrou language;regular;poz-aay;Admiralty Islands;;;;Latn;;
3727;lie;Likila;Likila language;regular;bnt-ngn;Ngondi-Ngiri;;;;;;
3728;lif;Limbu;Limbu language;regular;sit-kir;Kiranti;;;;Limb;;
3729;lig;Ligbi;Ligbi language;regular;dmn-jje;Jogo-Jeri;;;;;;
3730;lih;Lihir;Lihir language;regular;poz-ocw;Western Oceanic;;;;Latn;;
3731;lii;Lingkhim;Lingkhim language;regular;;;;;;;
3732;lij;Ligurian;Ligurian language;regular;roa-git;Gallo-Italic;;;;Latn;;
3733;lik;Lika;Lika language;regular;bnt-boa;Boan;;;;;;
3734;lil;Lillooet;Lillooet language;regular;sal;Salishan;;;;;;
3735;lio;Liki;Liki language;regular;poz-ocw;Western Oceanic;;;;Latn;;
3736;lip;Sekpele;Sekpele language;regular;alv-ntg;Na-Togo;;;;;;
3737;liq;Libido;Libido language;regular;cus-hec;Highland East Cushitic;;;;;;
3738;lir;Liberian English;Liberian English language;regular;;;;;;;
3739;lis;Lisu;Lisu language;regular;tbq-lso;Lisoish;sortkey;;;Lisu,Latn;;
3740;liu;Logorik;Logorik language;regular;sdv-daj;Daju;;;;;;
3741;liv;Livonian;Livonian language;regular;urj-fin;Finnic;;autodetect;;Latn;;
3742;liw;Col;Col language;regular;;;;;;;
3743;lix;Liabuku;Liabuku language;regular;;;;;;;
3744;liy;Banda-Bambari;Banda-Bambari language;regular;bad-cnt;Central Banda;;;;;;
3745;liz;Libinza;Libinza language;regular;bnt-zbi;Zamba-Binza;;;;;;
3746;lja;Golpa;Golpa language;regular;aus-yol;Yolngu;;;;Latn;;
3747;lje;Rampi;Rampi language;regular;poz;Malayo-Polynesian;;;;;;
3748;lji;Laiyolo;Laiyolo language;regular;;;;;;;
3749;ljl;Li'o;Li'o language;regular;poz;Malayo-Polynesian;;;;;;
3750;ljp;Lampung Api;Lampung Api language;regular;poz-lgx;Lampungic;;;;Latn;;
3751;ljw;Yirandali;Yirandali language;regular;;;;;;;
3752;ljx;Yuru;Yuru language;regular;;;;;;;
3753;lka;Lakalei;Lakalei language;regular;poz-tim;Timoric;;;;Latn;;
3754;lkb;Kabras;Kabras language;regular;bnt-msl;Masaba-Luhya;;;;;;
3755;lkc;Kucong;Kucong language;regular;tbq-lho;Lahoish;;;;;;
3756;lkd;Lakondê;Lakondê language;regular;sai-nmk;Nambikwaran;;;;Latn;;
3757;lke;Kenyi;Kenyi language;regular;bnt-nyg;Nyoro-Ganda;;;;;;
3758;lkh;Lakha;Lakha language;regular;sit-tib;Tibetic;;;;;;
3759;lki;Laki;Laki language;regular;ku;Kurdish;;autodetect;;fa-Arab;;
3760;lkj;Remun;Remun language;regular;;;;;;;
3761;lkl;Laeko-Libuat;Laeko-Libuat language;regular;qfa-tor;Torricelli;;;;;;
3762;lkm;Kalaamaya;Kalaamaya language;regular;;;;;;;
3763;lkn;Lakon;Lakon language;regular;poz-vnc;North-Central Vanuatu;;;;Latn;;
3764;lko;Khayo;Khayo language;regular;bnt-msl;Masaba-Luhya;;;;;;
3765;lkr;Päri;Päri language;regular;sdv-lon;Northern Luo;;;;;;
3766;lks;Kisa;Kisa language;regular;bnt-msl;Masaba-Luhya;;;;;;
3767;lkt;Lakota;Lakota language;regular;sio-dkt;Dakotan;;;;Latn;Lakhota;
3768;lku;Kungkari;Kungkari language;regular;;;;;;;
3769;lky;Lokoya;Lokoya language;regular;sdv-lma;Lotuko-Maa;;;;;;
3770;lla;Lala-Roba;Lala-Roba language;regular;alv-yun;Yungur;;;;;;
3771;llb;Lolo;Lolo language;regular;bnt-mak;Makua;;;;;;
3772;llc;Lele (Guinea);Lele (Guinea) language;regular;dmn-mok;Mokole;;;;;Lele;
3773;lld;Ladin;Ladin language;regular;roa-rhe;Rhaeto-Romance;;;;Latn;;
3774;lle;Lele (New Guinea);Lele (New Guinea) language;regular;poz-oce;Oceanic;;;;Latn;Lele (Papua New Guinea),Lele,Lele Hai;
3775;llf;Hermit;Hermit language;regular;poz-aay;Admiralty Islands;;;;Latn;;
3776;llg;Lole;Lole language;regular;poz-tim;Timoric;;;;;;
3777;llh;Lamu;Lamu language;regular;tbq-lso;Lisoish;;;;;;
3778;lli;Teke-Laali;Teke-Laali language;regular;bnt-nze;Nzebi;;;;;;
3779;llj;Ladji-Ladji;Ladji-Ladji language;regular;aus-pam;Pama-Nyungan;;;;;Ledji-Ledji;
3780;llk;Lelak;Lelak language;regular;poz-swa;North Sarawakan;;;;Latn;;
3781;lll;Lilau;Lilau language;regular;qfa-tor;Torricelli;;;;;;
3782;llm;Lasalimu;Lasalimu language;regular;;;;;;;
3783;lln;Lele (Chad);Lele (Chad) language;regular;cdc-est;East Chadic;;;;;Lele;
3784;llo;Khlor;Khlor language;regular;mkh-kat;Katuic;;;;;;
3785;llp;North Efate;North Efate language;regular;poz-vnc;North-Central Vanuatu;;;;Latn;Efate,Vate,Vaté,Nguna;
3786;llq;Lolak;Lolak language;regular;phi;Philippine;;;;;;
3787;lls;Lithuanian Sign Language;Lithuanian Sign Language;regular;sgn;sign;;;;;;
3788;llu;Lau;Lau language;regular;poz-sls;Southeast Solomonic;;;;Latn;;
3789;llx;Lauan;Lauan language;regular;poz-occ;Central-Eastern Oceanic;;;;Latn;;
3790;lma;East Limba;East Limba language;regular;alv-lim;Limba;;;;;;
3791;lmb;Merei;Merei language;regular;poz-vnc;North-Central Vanuatu;;;;Latn;;
3792;lmc;Limilngan;Limilngan language;regular;;;;;;;
3793;lmd;Lumun;Lumun language;regular;alv-tal;Talodi;;;;;;
3794;lme;Pévé;Pévé language;regular;cdc-mas;Masa;;;;;;
3795;lmf;South Lembata;South Lembata language;regular;;;;;;;
3796;lmg;Lamogai;Lamogai language;regular;poz-ocw;Western Oceanic;;;;Latn;;
3797;lmh;Lambichhong;Lambichhong language;regular;sit-kie;Eastern Kiranti;;;;;;
3798;lmi;Lombi;Lombi language;regular;csu-maa;Mangbetu;;;;;;
3799;lmj;West Lembata;West Lembata language;regular;;;;;;;
3800;lmk;Lamkang;Lamkang language;regular;tbq-kuk;Kukish;;;;;;
3801;lml;Raga;Raga language;regular;poz-vnc;North-Central Vanuatu;;;;Latn;Hano,Bwatvenua,Lamalanga,Vunmarama,Loltong;
3802;lmn;Lambadi;Lambadi language;regular;inc-wes;Western Indo-Aryan;;;;;Banjari,Goar-boali;
3803;lmo;Lombard;Lombard language;regular;roa-git;Gallo-Italic;;;;Latn;;
3804;lmp;Limbum;Limbum language;regular;nic-nka;Nkambe;;;;Latn;;
3805;lmq;Lamatuka;Lamatuka language;regular;;;;;;;
3806;lmr;Lamalera;Lamalera language;regular;;;;;;;
3807;lmu;Lamenu;Lamenu language;regular;poz-vnc;North-Central Vanuatu;;;;Latn;;
3808;lmv;Lomaiviti;Lomaiviti language;regular;poz-occ;Central-Eastern Oceanic;;;;Latn;;
3809;lmw;Lake Miwok;Lake Miwok language;regular;nai-you;Yok-Utian;;;;Latn;;
3810;lmx;Laimbue;Laimbue language;regular;nic-rnw;Western Ring;;;;;;
3811;lmy;Laboya;Laboya language;regular;poz-cet;Central-Eastern Malayo-Polynesian;sortkey;;;Latn;;
3812;lmz;Lumbee;Lumbee language;regular;;;;;Latn;;
3813;ln;Lingala;Lingala language;regular;bnt-bmo;Bangi-Moi;sortkey;;;Latn;;
3814;lna;Langbashe;Langbashe language;regular;bad;Banda;;;;;;
3815;lnb;Mbalanhu;Mbalanhu language;regular;bnt-ova;Ovambo;;;;;;
3816;lnd;Lun Bawang;Lun Bawang language;regular;poz-swa;North Sarawakan;;;;Latn;;
3817;lnh;Lanoh;Lanoh language;regular;mkh-asl;Aslian;;;;;;
3818;lni;Daantanai';Daantanai' language;regular;paa-sbo;South Bougainville;;;;;;
3819;lnj;Linngithigh;Linngithigh language;regular;aus-pmn;Paman;;;;Latn;Linngithig,Leningitij;
3820;lnl;South Central Banda;South Central Banda language;regular;bad;Banda;;;;;;
3821;lnm;Langam;Langam language;regular;paa;Papuan;;;;Latn;;
3822;lnn;Lorediakarkar;Lorediakarkar language;regular;poz-vnc;North-Central Vanuatu;;;;Latn;;
3823;lno;Lango (Sudan);Lango (Sudan) language;regular;sdv-lma;Lotuko-Maa;;;;;Lango,Lango (South Sudan),Langgo;
3824;lns;Lamnso';Lamnso' language;regular;nic-rng;Ring;;;;;;
3825;lnu;Longuda;Longuda language;regular;alv-bam;Bambukic;;;;Latn;;
3826;lnw;Lanima;Lanima language;regular;aus-pam;Pama-Nyungan;;;;Latn;;
3827;lo;Lao;Lao language;regular;tai-swe;Southwestern Tai;sortkey;;;Laoo;;standard characters
3828;loa;Loloda;Loloda language;regular;paa-nha;North Halmahera;;;;Latn;;
3829;lob;Lobi;Lobi language;regular;;;;;;;
3830;loc;Inonhan;Inonhan language;regular;phi;Philippine;;;;;;
3831;lod;Berawan;Berawan language;regular;poz-swa;North Sarawakan;;;;Latn;Central Berawan,East Berawan,West Berawan,Long Terawan,Batu Belah,Long Teru,Long Jegan,Long Pata;
3832;loe;Saluan;Saluan language;regular;poz;Malayo-Polynesian;;;;;;
3833;lof;Logol;Logol language;regular;alv-hei;Heiban;;;;;;
3834;log;Logo;Logo language;regular;csu-mma;Moru-Madi;;;;;;
3835;loh;Narim;Narim language;regular;sdv;Eastern Sudanic;;;;;;
3836;loi;Lomakka;Lomakka language;regular;alv-kul;Kulango;;;;;Loma;
3837;loj;Lou;Lou language;regular;poz-aay;Admiralty Islands;;;;Latn;;
3838;lok;Loko;Loko language;regular;dmn-msw;Southwestern Mande;;;;Latn;;
3839;lol;Mongo;Mongo language;regular;bnt-mon;Mongo;;;;Latn;;
3840;lom;Loma;Loma language;regular;dmn-msw;Southwestern Mande;;;;Latn,Loma;Loghoma,Looma,Lorma;
3841;lon;Malawi Lomwe;Malawi Lomwe language;regular;;;;;;;
3842;loo;Lombo;Lombo language;regular;bnt-ske;Soko-Kele;;;;;;
3843;lop;Lopa;Lopa language;regular;;;;;;;
3844;loq;Lobala;Lobala language;regular;bnt-ngn;Ngondi-Ngiri;;;;;;
3845;lor;Téén;Téén language;regular;alv-kul;Kulango;;;;;;
3846;los;Loniu;Loniu language;regular;poz-aay;Admiralty Islands;;;;Latn;;
3847;lot;Lotuko;Lotuko language;regular;sdv-lma;Lotuko-Maa;;;;;;
3848;lou;Louisiana Creole;Louisiana Creole language;regular;crp;creole or pidgin;sortkey;;;Latn;Louisiana Creole French,Kréyol;
3849;lov;Lopi;Lopi language;regular;tbq-tal;Taloid;;;;;;
3850;low;Tampias Lobu;Tampias Lobu language;regular;;;;;;;
3851;lox;Loun;Loun language;regular;poz-cet;Central-Eastern Malayo-Polynesian;;;;Latn;;
3852;loz;Lozi;Lozi language;regular;bnt-sts;Sotho-Tswana;;;;Latn;;
3853;lpa;Lelepa;Lelepa language;regular;poz-vnc;North-Central Vanuatu;;;;;;
3854;lpe;Lepki;Lepki language;regular;paa-pau;Pauwasi;;;;;;
3855;lpn;Long Phuri Naga;Long Phuri Naga language;regular;sit-aao;Ao;;;;;;
